is_number,year,title,revision,section,scope,key_requirements,reference
IS 110 : 1983,1983,"READY MIXED PAINT, BRUSHING, GREY FILLER, FOR ENAMELS FOR USE OVER PRIMERS",Second Revision,"Fillers, Stoppers and Putties","Requirements, and the methods of sampling 2.5 Water Content – If water is suspected to be present and test for ready mixed paint, brushing, grey filler, for in the material, it shall not exceed 0.5 percent. enamels, for use over primers. The material is used as a filler over the primer in the painting system normally 2.6 Mass in kg/10 litres – The minimum mass in kg /10 followed by enamels. litres of this material shall be 14. It shall be, however within ± 3 percent of the sample approved against this","and test for ready mixed paint, brushing, grey filler, for in the material, it shall not exceed 0.5 percent. | filler over the primer in the painting system normally 2.6 Mass in kg/10 litres – The minimum mass in kg /10 | within ± 3 percent of the sample approved against this | recommended. shall satisfactorily obscure the lines of demarcation | test as prescribed in Appendix B of the standard. a brush, shall give a minimum dry film – thickness of 20 | a) Surface dry Not more than 20 minutes | b) Hard dry Not more than 8 hours | iii) Viscosity by flow cup method Not less than 80 seconds | percent by weight, Max | ix) Keeping properties Not less than six months",
IS 419 : 1967,1967,"PUTTY, FOR USE ON WINDOW FRAMES",First Revision,"Fillers, Stoppers and Putties","Requirements, and the methods of sampling being moulded in place, it shall convert itself into a and test for putty for use in fixing glass panes on wood cohesive mass which will not yield to specified pressure and metal frames and for filling splits, cracks and holes after 72 hours. in wood or metal. 2.4 The material shall also comply with the requirements","percent by weight, Max | 2.2.1 The calcium carbonate content of extracted ii) Water content, percent 1.5 IS 101 (Part 2/Sec 1):19882) | pigment, from putty, shall be not less than 80 percent. iii) Keeping properties Not less than 6 IS 101 (Part 6/Sec2): 19893)","For detailed information, refer to IS 419 : 1967 Specifications for putty, for use on window frames (first revision)."
IS 423 : 1961,1961,PLASTIC WOOD FOR JOINERS FILLER,,"Fillers, Stoppers and Putties","Requirements, and methods of test for 2.3 Consistency – It shall be in such a condition that it material commercially known as plastic wood, for joiners can be easily worked into a smooth paste suitable for fillers. The material is used for filling holes, cracks and application by a palette knife for filling. other irregularities in wood to produce a smooth surface capable of taking suitable stain to match timber. 2.4 Performance – Twenty-four hours after application, it shall be in such a condition that it has not shrunk","material commercially known as plastic wood, for joiners can be easily worked into a smooth paste suitable for | percent, Min 2.6 Marking – Containers shall be marked | b) Wood dust passing Remainder “HIGHLY INFLAMMABLE” in red letters and flash | With a maximum mois- | ture content of 5 percent","For detailed information, refer to IS 423 : 1961 Specification for plastic wood for joiner filler (revised)."
IS 3709 : 1966,1966,MASTIC CEMENT FOR BEDDING OF METAL WINDOW,,"Fillers, Stoppers and Putties","Requirements and methods of sampling Note 2 — Oils shall be a mixture of 85 percent raw linseed oil and test for mastic cement for bedding of metal windows. and 15 percent castor oil. The material is intended for application by hand or with a putty knife. It is used for bedding, one metal window into another, metal windows into wooden frames, or 2.3 Adhesion – The material shall satisfactorily adhere metal frames into masonry or concrete. It is expected to to wood, masonry, concrete and metal frames of painted be suitable for taking paint without lifting, bleeding or or etched galvanized steel or pre-treated aluminium. cracking. 2.4 Water Content – Not more than 0.5 percent.","1. Scope – Requirements and methods of sampling Note 2 — Oils shall be a mixture of 85 percent raw linseed oil | and test for mastic cement for bedding of metal windows. and 15 percent castor oil. | cracking. 2.4 Water Content – Not more than 0.5 percent. | 2.1 Shall be in the form of a homogeneous paste which of 5 to 6 mm on a mild steel plate 300 × 300 mm and | after working in the hands, shall have good plastic approximately 2.5 mm thick. Keep it in vertical position | a) Whiting 80 to 85 percent by weight | b) Oils 15 to 20 percent by weight | Note 1 — Up to 10 percent of whiting may be replaced by | asbestos fibrous powder. One to two percent shall be replaced","For detailed information, refer to IS 3709 : 1966 Specification for mastic cement for bedding of metal windows."
IS 3677 : 1985,1985,UNBONDED ROCK AND SLAG WOOL FOR THERMAL INSULATION,Second Revision,Thermal Insulation Materials,"Requirements and the methods of sampling Load Apparent Density Under Specified and test for unbonded rock and slag wool for thermal Kg/cm2 Load, Max insulation. At Factory At Site","and test for unbonded rock and slag wool for thermal Kg/cm2 Load, Max | 2. Types – Kg/m3 Kg/m3 | 3.3 Shot Content – Shall be not more than the values | mat either stabbing at not more than 250 mm centres of | 5 mm in any dimension. | by stitching at not more than 250 mm along the width | and 150 mm along the length with twine or metallic wire IS Sieve Shot Content, Percent | of 0.7 mm or 0.56 mm diameter or as agreed. If the by Mass, Max | 3. Requirements in mass by more than 2 percent. | purchaser and the supplier. A tolerance of ± 15 percent loss in total mass, when determined by this test, shall | shall be allowed on the manufacturer’s declared value. not exceed 5 percent. | apparent density under specified load of both types of apparent densities shall not exceed the following values",
IS 4671 : 1984,1984,EXPANDED POLYSTYRENE FOR THERMAL INSULATION PURPOSES,First Revision,Thermal Insulation Materials,"Requirements and the methods of sampling 3.3 Thermal Conductivity – Shall not exceed the values and test for expanded polystyrene in the form of rough given below: shapes, finished boards and blocks, and pipe sections / segments for thermal insulation primarily for use in Bulk Density Thermal Conductivity refrigeration and building applications in the temperature kg/m3 mW/cm0C range - 150º to 80ºC. 0ºC 10ºC 15.0 0.34 0.37","1. Scope – Requirements and the methods of sampling 3.3 Thermal Conductivity – Shall not exceed the values | refrigeration and building applications in the temperature kg/m3 mW/cm0C | be 15, 20, 25, 30 or 35 kg/m3. A tolerance of ±5 percent 0.085 985 1 | length. 3.5.1 Flammability – The material shall be of self | 3.2.2 Thickness – 15, 20, 25, 40, 50, 60, 75 and 100 mm prescribed in Appendix F of the standard. | Length, width and thickness ± 2 mm | Outside diameter ± 3 mm | Inside diameter ± 2 mm | No. Apparent Densities, kg/m3 | 10 percent deformation, | strength, kg/cm 2, Min",
IS 6598 : 1972,1972,CELLULAR CONCRETE FOR THERMAL INSULATION,,Thermal Insulation Materials,"Requirements and the methods of sampling 4. Requirements and test for cellular concrete for thermal linsulation. 4.1 Density Note – Cellular concrete (formed by producing gas or air bubbles in a cement or cement-sand slurry) is a versatile Grade Average Bulk Density, kg/m3 construction material on account of its light weight, high A Min 320 thermal insulation, resistance to sulphate action, resistance B 321 to 400 to alternate cooling and thawing (when high pressure steam C 401 to 500 cured) and resistance to penetration of water. When cast in situ, it can be applied over flat roofs for thermal insulation. 4.2 Crushing Strength","bubbles in a cement or cement-sand slurry) is a versatile Grade Average Bulk Density, kg/m3 | Grade Strength, Min kgf/m2 | ambient pressure and temperature) by water. Either cast 4.3 Capillary Absorption – Shall not exceed 20 percent | based on resin soap, glue, surface active agents, 4.6 Tolerance – ±3 percent on width and height and ±1 | or fine aluminium powder, zinc dust, calcium percent on thickness.",
IS 7509 : 1993,1993,THERMAL INSULATING CEMENT,First Revision,Thermal Insulation Materials,Requirements and the methods of sampling 3. Requirements – The material shall be in the form of and test for thermal linsulating cements for use at dry powder and/or granulated aggregate. The material temperatures up to 950ºC. shall also conform to the requirements given in Table 1.,"ii) Consistency, percent | in thickness per 100 kg of | percent deformation, | upon drying, percent, Max | temperature, percent, Max | vii) Dry adhesion to steel, kg/cm2 , Min 0.35 0.35 0.50","For detailed information, refer to IS 7509 : 1993 Specification for thermal insulating cements (first revision)."
IS 8154 : 1993,1993,PREORMED CALCIUM SILICATE INSULATION,First Revision,Thermal Insulation Materials,"Requirements and the methods of sampling 2.6 Thermal Conductivity — The average value shall and test for performed calcium silicate insulation be as given below : intended for use on surface which reach temperatures upto 6500C. Mean Thermal Temperature Conductivity, Max","to 280 kg/m3. For any particular density, a tolerance of 2.7 Moisture Content – Shall not exceed 7.5 percent | ±10 percent shall be allowed on the purchaser’s declared by mass. | under the following conditions shall not exceed 5 2.9 Standard Shapes, Sizes and Dimensional | percent. Tolerance – | b) wet (after 18 h immersion in water) under a load supplied in the form of flat blocks, bevelled lags, pipe | 2.4 Flexural Strength – The average minimum value 2.9.2.1 Flat blocks | shall be 240 kN/m2. Length – 500 mm, 600 mm or 900 mm | 2.5 Heat Resistance – When tested at increasing Width – 150 mm, 300 mm, 450 mm or | temperatures, the material shall be deemed suitable for 600 mm | use under conditions of soaking heat for 24 hours at Thickness – 25 mm, 40 mm, 50 mm, 60 | 650ºC up to the temperature at which the following mm, 75 mm, or 100 mm | a) Linear shrinkage (Length), 2 Length – 500 mm, 600 mm or 900 mm",
IS 8183 : 1993,1993,BONDED MINERAL WOOL,First Revision,Thermal Insulation Materials,Requirements and the methods of sampling 2.6 Incombustibility – Shall be rated as incombustible and test for bonded mineral wool for thermal insulation. when it passes the prescribed test.,"2.1 Description – The material shall be mineral wool test shall not exceed 5 percent. | or k-value of the material shall not exceed the values | Group Bulk Density Maximum Recommended 150 0.95 0.64 0.62 0.62 | kg/m3 Hot FaceTemperature ºC 200 — 0.78 0.73 0.68 | percent of sulphur. When determined by the method | exceed ±15 percent. When tested in accordance with 2.9 Dimensions – The bonded mineral wool shall be | mineral wool shall be 25, 40, 50, 65, 75 mm or as agreed to | compression of 75 percent of the original thickness, | shall not be less than 90 percent of the original thickness. 2.9.1 Dimensional Tolerances – For width and length, | 2.4 Shot Content – Shall not be more than the values slabs shall be:1/2 percent. For nominal thickness in the | given below. Any shot present in the bonded mineral range of 25 to 75 mm the tolerance shall be: 2 mm. An | wool shall not be greater than 5 mm in any dimension. excess in all dimensions is permitted.",
IS 9428 : 1993,1993,PREFORMED CALCIUM SILICATE INSULATION,First Revision,Thermal Insulation Materials,"Requirements and the methods of sampling 2.5 Thermal Conductivity and test for preformed calcium silicate insulation intended for use with surfaces with reach temperatures Mean Thermal up to 9500C. Temperature Conductivity, Max 0 C W/mK","220 and 280 kg/m 3. For any particular product, a 350 0.110 | tolerance of ±10 percent shall be allowed on the 400 0.121 | specified above. 2.6 Moisture Content – Shall not exceed 7.5 percent | under the following conditions shall not exceed 5 2.7 Alkalinity – The pH of the solution of the material | percent. shall be between 8.0 and 11.0. | b) Wet (after 18 hours immersion in water), under | 2.3 Flexural Strength – The minimum value shall be slabs, bevelled lags, pipe sections or radiused and | Length – 500 mm, 600 mm or 900 mm | are met: Width – 150 mm, 300 mm, 450 mm | a) Linear shrinkage 2 percent Thickness – 25 mm, 40 mm, 50 mm, | (length), percent 60 mm, 75 mm, or 100 mm | b) Loss in mass, 15 percent Length – 500 mm, 600 mm or 900 mm",
IS 9742 : 1993,1993,SPRAYED MINERAL WOOL THERMAL INSULATION,First Revision,Thermal Insulation Materials,Requirements and the methods of sampling 3.4 Heat Resistance – Shall not suffer visible and test for sprayed mineral wool thermal insulation. deterioration of the fibrous structure when tested by heating to 600ºC.,3.1 Density – The density of the applied and dried than +10 mm -3 mm for thickness up to 100 mm and by - | material shall be in the range of 200 to 250 kg/m3 and 5 +15 percent for the thickness above 100 mm. | shall also not vary by more than ±15 percent from the | Percent Min Pa (N/m2) 3.9.1 Resistance to Vibration – Shall show not more | 10 4 550 than 1 percent by height of settlement. | than 3 percent by height of settlement.,
IS 9743 : 1990,1990,THERMAL INSULATION FINISHING CEMENTS,First Revision,Thermal Insulation Materials,,"Finishing Cement kg/m3, Max | drying or on heating. The normal ratio of hard-setting types of finishing cements shall be not less than 6 m2/ | cements will be 1 part of hydraulic cement to 4 parts of 100 kg at 10 mm thickness. | usually to a lower percentage by mass than for self- 2 1 720 | than 2000 kN/m2. to 45 percent. | 3.7 Resistance to Impact – The average diameter of 3.10 Moisture Content – For hard setting compositions, | five indentations shall not exceed 30 mm. Any cracking the maximum free moisture content shall be not greater | of the specimen that is observed shall be reported. than 5 percent, and self-setting compositions and",
